n,p,k,rep,seed,n_original,n_connected,n_edges_G,spanner_size,theoretical_bound,spanner_size_ratio,max_stretch_edges,avg_stretch_edges,max_stretch_pairs,avg_stretch_pairs,time_gen,time_spanner,time_stretch,n_infinite_stretch_edges,n_infinite_stretch_pairs
500,0.003800451229771041,2,0,42,500,392,460,417,15522.408060607091,0.02686438846162448,inf,1.0,inf,1.0685404552979743,0.02533578872680664,0.0005061626434326172,0.18504786491394043,43,156
500,0.003800451229771041,2,1,43,500,367,429,374,14061.417140530324,0.026597603659875114,inf,1.158311345646438,inf,1.1979564604140243,0.024625062942504883,0.00048089027404785156,0.1671900749206543,50,156
500,0.003800451229771041,2,2,44,500,382,439,402,14932.242698268738,0.02692160903911697,inf,1.0617283950617284,inf,1.1139184187122861,0.02418208122253418,0.0004611015319824219,0.1807849407196045,34,146
500,0.003800451229771041,2,3,45,500,330,373,331,11989.495402226066,0.02760750047400192,inf,1.0180722891566265,inf,1.1678101080361727,0.023873090744018555,0.0004088878631591797,0.13566994667053223,41,247
500,0.003800451229771041,2,4,46,500,401,455,416,16060.03748438963,0.02590280380132066,inf,1.0596658711217184,inf,1.1152659252773671,0.024040937423706055,0.0004951953887939453,0.1890869140625,36,122
500,0.003800451229771041,3,0,42,500,392,460,447,8606.687029974026,0.05193636046521248,inf,1.0,inf,1.0311682041491481,0.024925947189331055,0.0007278919219970703,0.19698286056518555,13,68
500,0.003800451229771041,3,1,43,500,367,429,416,7882.718306140878,0.05277367322335029,inf,1.0191846522781776,inf,1.0258690545198481,0.02384018898010254,0.0006830692291259766,0.18084478378295898,12,50
500,0.003800451229771041,3,2,44,500,382,439,423,8315.194366919826,0.050870729093575075,inf,1.0188679245283019,inf,1.0618628255837756,0.024449825286865234,0.0007259845733642578,0.18920302391052246,15,68
500,0.003800451229771041,3,3,45,500,330,373,370,6841.318997711069,0.054083138079629466,11.0,1.064343163538874,5.0,1.0226881504659284,0.025508880615234375,0.0006248950958251953,0.15902185440063477,0,0
500,0.003800451229771041,3,4,46,500,401,455,439,8871.160122015859,0.049486199545707536,inf,1.1681614349775784,inf,1.0923192354697462,0.025247812271118164,0.0007238388061523438,0.19989633560180664,9,16
500,0.003800451229771041,4,0,42,500,392,460,450,6976.981559246365,0.0644978055594299,inf,1.1074561403508771,inf,1.034747662131683,0.0251162052154541,0.0009658336639404297,0.19899868965148926,4,26
500,0.003800451229771041,4,1,43,500,367,429,421,6425.287598590201,0.06552235888902053,19.0,1.1888111888111887,2.2857142857142856,1.0466303169192617,0.025113821029663086,0.0009219646453857422,0.18370747566223145,0,0
500,0.003800451229771041,4,2,44,500,382,439,434,6755.215295304011,0.06424665699429322,inf,1.0298850574712644,inf,1.005441906188559,0.024030208587646484,0.0009710788726806641,0.1903979778289795,4,29
500,0.003800451229771041,4,3,45,500,330,373,369,5626.034825867755,0.06558793385056691,inf,1.0564516129032258,inf,1.0146511671281848,0.024344682693481445,0.0008459091186523438,0.15616440773010254,1,20
500,0.003800451229771041,4,4,46,500,401,455,451,7177.785191124204,0.06283275244259061,inf,1.030905077262693,inf,1.0090656639580822,0.023851871490478516,0.0009899139404296875,0.20251917839050293,2,20
500,0.003800451229771041,5,0,42,500,392,460,456,6470.134141880033,0.07047767326003224,inf,1.0458515283842795,inf,1.0198316131666232,0.02498030662536621,0.0012221336364746094,0.2018282413482666,2,2
500,0.003800451229771041,5,1,43,500,367,429,420,5978.18404904775,0.07025544823547224,inf,1.1100702576112411,inf,1.0235214975877789,0.024776935577392578,0.001149892807006836,0.18303704261779785,2,13
500,0.003800451229771041,5,2,44,500,382,439,438,6272.577556940039,0.06982775358678389,6.0,1.0113895216400912,2.25,1.0079917027417027,0.024492979049682617,0.0011677742004394531,0.1949617862701416,0,0
500,0.003800451229771041,5,3,45,500,330,373,370,5262.434849580235,0.07030965904110215,inf,1.0,inf,1.0033071403283098,0.024335861206054688,0.001010894775390625,0.15733122825622559,3,7
500,0.003800451229771041,5,4,46,500,401,455,448,6648.799727154308,0.06738058271936315,inf,1.099337748344371,inf,1.0365295332686637,0.023706912994384766,0.0012140274047851562,0.2002701759338379,2,30
500,0.006907755278982137,2,0,42,500,486,844,769,21428.136269867242,0.035887395446583294,inf,1.0220207253886011,inf,1.0377733829688225,0.024502992630004883,0.0007169246673583984,0.30132102966308594,72,75
500,0.006907755278982137,2,1,43,500,476,840,748,20770.1878662664,0.036013155240394015,inf,1.088274044795784,inf,1.0568998751153824,0.02434396743774414,0.0007119178771972656,0.290722131729126,81,121
500,0.006907755278982137,2,2,44,500,486,883,801,21428.136269867242,0.037380759106259064,inf,1.190876350540216,inf,1.0440217391304343,0.02498793601989746,0.0007479190826416016,0.3120594024658203,50,80
500,0.006907755278982137,2,3,45,500,481,835,771,21098.30713588178,0.036543216241684356,inf,1.090561224489796,inf,1.0560787015770938,0.02508687973022461,0.0007309913635253906,0.3021087646484375,51,65
500,0.006907755278982137,2,4,46,500,484,853,779,21296.0,0.036579639368895564,inf,1.0782828282828283,inf,1.037170179547229,0.024287939071655273,0.0007109642028808594,0.30365705490112305,61,84
500,0.006907755278982137,3,0,42,500,486,844,829,11463.122858269708,0.07231886199334801,inf,1.0311377245508981,inf,1.0114544093499467,0.02392888069152832,0.0010631084442138672,0.31836700439453125,9,10
500,0.006907755278982137,3,1,43,500,476,840,805,11149.71735950142,0.0721991395875166,inf,1.1476590636254502,inf,1.0430663780663787,0.024264812469482422,0.001074075698852539,0.31118106842041016,7,8
500,0.006907755278982137,3,2,44,500,486,883,868,11463.122858269708,0.07572107624876487,inf,1.0377142857142858,inf,1.00700322596177,0.024098873138427734,0.0010921955108642578,0.327634334564209,8,11
500,0.006907755278982137,3,3,45,500,481,835,815,11306.148617297824,0.07208467070325716,inf,1.0903614457831325,inf,1.0206809235791092,0.025356054306030273,0.001070261001586914,0.3156697750091553,5,6
500,0.006907755278982137,3,4,46,500,484,853,834,11400.268244103625,0.07315617335858358,inf,1.0439429928741093,inf,1.0106994818652848,0.02446889877319336,0.0010612010955810547,0.3159050941467285,11,34
500,0.006907755278982137,4,0,42,500,486,844,832,9127.573270987412,0.0911523770118139,inf,1.0581257413997627,inf,1.0104922715053766,0.02431511878967285,0.0013859272003173828,0.319000244140625,1,4
500,0.006907755278982137,4,1,43,500,476,840,818,8893.41753178959,0.0919781396832042,inf,1.049576783555018,inf,1.0129251700680273,0.024411916732788086,0.0014069080352783203,0.309175968170166,13,32
500,0.006907755278982137,4,2,44,500,486,883,868,9127.573270987412,0.095096470247902,inf,1.0613636363636363,inf,1.0128204205069131,0.025463104248046875,0.0014820098876953125,0.3289957046508789,3,8
500,0.006907755278982137,4,3,45,500,481,835,827,9010.343270867825,0.09178340659604504,inf,1.0455635491606714,inf,1.0060051311561886,0.02543020248413086,0.0014259815216064453,0.320544958114624,1,5
500,0.006907755278982137,4,4,46,500,484,853,848,9080.64491101816,0.0933854377425401,7.0,1.030480656506448,1.5,1.0036870203536872,0.026005983352661133,0.0014300346374511719,0.325883150100708,0,0
500,0.006907755278982137,5,0,42,500,486,844,836,8374.011007928382,0.09983268462490535,inf,1.0379596678529064,inf,1.0074287636346164,0.024471044540405273,0.0018045902252197266,0.31842589378356934,1,5
500,0.006907755278982137,5,1,43,500,476,840,822,8167.673104128139,0.10064065854748047,inf,1.0739856801909309,inf,1.0158218641602328,0.024995088577270508,0.0018191337585449219,0.3153541088104248,2,5
500,0.006907755278982137,5,2,44,500,486,883,878,8374.011007928382,0.104848202273525,7.0,1.0249150622876557,1.6666666666666667,1.004,0.024631023406982422,0.0018138885498046875,0.32748889923095703,0,0
500,0.006907755278982137,5,3,45,500,481,835,827,8270.734810095817,0.09999111554036384,inf,1.040767386091127,inf,1.0051918654785859,0.02544116973876953,0.0017371177673339844,0.3117401599884033,1,4
500,0.006907755278982137,5,4,46,500,484,853,844,8332.674903611736,0.10128800292378795,inf,1.0410798122065728,inf,1.00655839800709,0.02559804916381836,0.0018191337585449219,0.32090139389038086,1,5
500,0.012429216196844383,2,0,42,500,499,1572,1452,22293.6312878813,0.06513070846333138,inf,1.1728778467908902,inf,1.027559462254395,0.02539372444152832,0.001096963882446289,0.40163516998291016,34,30
500,0.012429216196844383,2,1,43,500,500,1543,1410,22360.679774997898,0.06305711696549407,inf,1.1612565445026177,inf,1.03245521601686,0.02496194839477539,0.0010738372802734375,0.4003467559814453,45,50
500,0.012429216196844383,2,2,44,500,500,1536,1404,22360.679774997898,0.0627887888081941,inf,1.1824817518248176,inf,1.0305936073059363,0.024873971939086914,0.0010390281677246094,0.3998870849609375,41,51
500,0.012429216196844383,2,3,45,500,500,1502,1386,22360.679774997898,0.06198380433629417,inf,1.190625,inf,1.0371433542101602,0.025314807891845703,0.0010428428649902344,0.39429211616516113,40,40
500,0.012429216196844383,2,4,46,500,497,1535,1425,22159.735828750305,0.06430582074679736,inf,1.1632231404958677,inf,1.038375350140056,0.024850130081176758,0.0010349750518798828,0.39791083335876465,32,47
500,0.012429216196844383,3,0,42,500,499,1572,1531,11873.77045610314,0.1289396662719771,6.0,1.094,2.5,1.017636242059512,0.025811195373535156,0.0015680789947509766,0.4172050952911377,0,0
500,0.012429216196844383,3,1,43,500,500,1543,1468,11905.507889761491,0.1233042734163783,inf,1.105740181268882,inf,1.0197202320027299,0.024767160415649414,0.0015332698822021484,0.4108102321624756,7,22
500,0.012429216196844383,3,2,44,500,500,1536,1513,11905.507889761491,0.12708403656606293,inf,1.0291457286432162,inf,1.0057615230460921,0.02591228485107422,0.0015759468078613281,0.41893887519836426,5,2
500,0.012429216196844383,3,3,45,500,500,1502,1457,11905.507889761491,0.12238033131312206,inf,1.0663983903420524,inf,1.0150439486139284,0.030243873596191406,0.0015132427215576172,0.4104189872741699,6,12
500,0.012429216196844383,3,4,46,500,497,1535,1494,11810.3591980171,0.1264991161531171,6.0,1.084,2.0,1.0145979312645985,0.024796724319458008,0.0015499591827392578,0.4104278087615967,0,0
500,0.012429216196844383,4,0,42,500,499,1572,1548,9433.778463649767,0.16409119696468952,5.0,1.035,2.5,1.0081076563022402,0.024224042892456055,0.0020918846130371094,0.4172508716583252,0,0
500,0.012429216196844383,4,1,43,500,500,1543,1505,9457.416090031758,0.1591343751478049,inf,1.0491474423269809,inf,1.0109715242881072,0.025567054748535156,0.002128124237060547,0.41257190704345703,3,4
500,0.012429216196844383,4,2,44,500,500,1536,1515,9457.416090031758,0.16019174641124545,5.0,1.043,2.0,1.0080833333333334,0.02516484260559082,0.002110004425048828,0.4181249141693115,0,0
500,0.012429216196844383,4,3,45,500,500,1502,1477,9457.416090031758,0.1561737356101713,5.0,1.043,2.0,1.0091015364061457,0.02670001983642578,0.001968860626220703,0.4118678569793701,0,0
500,0.012429216196844383,4,4,46,500,497,1535,1511,9386.538747329136,0.16097520509676083,5.0,1.044,2.5,1.0125959292625961,0.024924039840698242,0.0020220279693603516,0.41134047508239746,0,0
500,0.012429216196844383,5,0,42,500,499,1572,1548,8643.520355233793,0.17909369520517882,6.0,1.047,2.0,1.0068037445670346,0.025087833404541016,0.0028879642486572266,0.415938138961792,0,0
500,0.012429216196844383,5,1,43,500,500,1543,1507,8664.310539439328,0.1739319006561737,6.0,1.075,2.5,1.0130964297630964,0.024967193603515625,0.009341955184936523,0.4158339500427246,0,0
500,0.012429216196844383,5,2,44,500,500,1536,1525,8664.310539439328,0.1760093885206801,5.0,1.025,2.5,1.0048333333333335,0.024380207061767578,0.0028409957885742188,0.4280390739440918,0,0
500,0.012429216196844383,5,3,45,500,500,1502,1481,8664.310539439328,0.1709310848518867,inf,1.035035035035035,inf,1.0047571189279731,0.0256960391998291,0.0026450157165527344,0.4121897220611572,1,3
500,0.012429216196844383,5,4,46,500,497,1535,1527,8601.964993426851,0.1775175789679276,4.0,1.007,2.0,1.0054220887554224,0.025700807571411133,0.0026450157165527344,0.4144008159637451,0,0
500,0.022360679774997897,2,0,42,500,500,2798,2594,22360.679774997898,0.11600720667268909,inf,1.1779575328614762,inf,1.0294117647058831,0.02496814727783203,0.0018229484558105469,0.5189218521118164,11,13
500,0.022360679774997897,2,1,43,500,500,2742,2508,22360.679774997898,0.11216116975138944,inf,1.2637913741223672,inf,1.0391122278056961,0.02472400665283203,0.00186920166015625,0.5183050632476807,3,4
500,0.022360679774997897,2,2,44,500,500,2800,2544,22360.679774997898,0.11377113869518929,inf,1.1725175526579739,inf,1.0492079541624546,0.02514481544494629,0.0018079280853271484,0.5201871395111084,3,11
500,0.022360679774997897,2,3,45,500,500,2718,2532,22360.679774997898,0.11323448238058935,inf,1.1803607214428857,inf,1.0405360134003352,0.0256960391998291,0.0017621517181396484,0.5232489109039307,2,3
500,0.022360679774997897,2,4,46,500,500,2758,2559,22360.679774997898,0.11444195908843924,inf,1.13510747185261,inf,1.0320709655407716,0.0252227783203125,0.0017631053924560547,0.5161190032958984,23,22
500,0.022360679774997897,3,0,42,500,500,2798,2711,11905.507889761491,0.2277097310843335,4.0,1.072,4.0,1.0141808475141811,0.025693178176879883,0.0025289058685302734,0.5333175659179688,0,0
500,0.022360679774997897,3,1,43,500,500,2742,2623,11905.507889761491,0.22031819425828358,5.0,1.095,2.0,1.0193526860193531,0.024892091751098633,0.002524852752685547,0.5242297649383545,0,0
500,0.022360679774997897,3,2,44,500,500,2800,2744,11905.507889761491,0.23048155739410223,inf,1.0201207243460764,inf,1.009212730318258,0.02604389190673828,0.0025348663330078125,0.5373458862304688,6,5
500,0.022360679774997897,3,3,45,500,500,2718,2636,11905.507889761491,0.22141012583485914,inf,1.058058058058058,inf,1.01698620921628,0.02533102035522461,0.0024900436401367188,0.5289380550384521,1,7
500,0.022360679774997897,3,4,46,500,500,2758,2668,11905.507889761491,0.2240979574079682,4.0,1.064,2.0,1.0160160160160165,0.025436878204345703,0.0024290084838867188,0.5312421321868896,0,0
500,0.022360679774997897,4,0,42,500,500,2798,2749,9457.416090031758,0.29067136031981106,4.0,1.037,2.0,1.0071738405071742,0.02513599395751953,0.0032317638397216797,0.5389158725738525,0,0
500,0.022360679774997897,4,1,43,500,500,2742,2645,9457.416090031758,0.2796746991800292,4.0,1.072,3.0,1.0190190190190191,0.026360750198364258,0.0032830238342285156,0.5230462551116943,0,0
500,0.022360679774997897,4,2,44,500,500,2800,2717,9457.416090031758,0.28728777227680125,4.0,1.051,2.0,1.0133333333333336,0.025769948959350586,0.003330230712890625,0.5353989601135254,0,0
500,0.022360679774997897,4,3,45,500,500,2718,2635,9457.416090031758,0.27861732791658866,4.0,1.046,1.5,1.0096025384101537,0.026077985763549805,0.00321197509765625,0.5248372554779053,0,0
500,0.022360679774997897,4,4,46,500,500,2758,2678,9457.416090031758,0.2831640243493831,4.0,1.062,2.0,1.0100100100100105,0.024821996688842773,0.0036809444427490234,0.53289794921875,0,0
500,0.022360679774997897,5,0,42,500,500,2798,2739,8664.310539439328,0.31612440338238873,4.0,1.042,2.0,1.0065065065065066,0.025688886642456055,0.0044558048248291016,0.5419161319732666,0,0
500,0.022360679774997897,5,1,43,500,500,2742,2673,8664.310539439328,0.30850694787919863,4.0,1.044,3.0,1.0135135135135138,0.02538895606994629,0.005715847015380859,0.525484561920166,0,0
500,0.022360679774997897,5,2,44,500,500,2800,2713,8664.310539439328,0.3131235875781017,4.0,1.055,2.0,1.0125000000000006,0.025323867797851562,0.006208181381225586,0.5355923175811768,0,0
500,0.022360679774997897,5,3,45,500,500,2718,2692,8664.310539439328,0.3106998517361776,4.0,1.015,1.5,1.00250501002004,0.02606797218322754,0.0043582916259765625,0.5349428653717041,0,0
500,0.022360679774997897,5,4,46,500,500,2758,2667,8664.310539439328,0.30781445192436313,4.0,1.054,1.5,1.010343677010344,0.02562713623046875,0.0046350955963134766,0.528527021408081,0,0
500,0.03162277660168379,2,0,42,500,500,3903,3569,22360.679774997898,0.15961053223393498,inf,1.1522177419354838,inf,1.0275815674402962,0.02626204490661621,0.0024428367614746094,0.6222620010375977,8,8
500,0.03162277660168379,2,1,43,500,500,3898,3591,22360.679774997898,0.1605944021440349,inf,1.1295546558704452,inf,1.0255240027045303,0.026256084442138672,0.0024900436401367188,0.6161720752716064,12,13
500,0.03162277660168379,2,2,44,500,500,3946,3659,22360.679774997898,0.1636354545934346,inf,1.0922768304914745,inf,1.0325940860215055,0.02633190155029297,0.002608060836791992,0.6384594440460205,3,8
500,0.03162277660168379,2,3,45,500,500,3924,3637,22360.679774997898,0.1626515846833347,5.0,1.153,3.0,1.0347361389445562,0.026871204376220703,0.0026259422302246094,0.6400609016418457,0,0
500,0.03162277660168379,2,4,46,500,500,3857,3610,22360.679774997898,0.1614441079754848,5.0,1.144,2.5,1.0300300300300305,0.025907039642333984,0.0026009082794189453,0.6379199028015137,0,0
500,0.03162277660168379,3,0,42,500,500,3903,3745,11905.507889761491,0.31456028879042014,3.0,1.063,2.0,1.011011011011011,0.026137113571166992,0.0034689903259277344,0.6361262798309326,0,0
500,0.03162277660168379,3,1,43,500,500,3898,3746,11905.507889761491,0.3146442835270798,inf,1.0551654964894683,inf,1.0132195448460508,0.026530981063842773,0.003618955612182617,0.6389539241790771,3,3
500,0.03162277660168379,3,2,44,500,500,3946,3848,11905.507889761491,0.32321174666636493,4.0,1.03,1.5,1.0053333333333334,0.02582073211669922,0.003454923629760742,0.650256872177124,0,0
500,0.03162277660168379,3,3,45,500,500,3924,3748,11905.507889761491,0.3148122730003991,4.0,1.088,3.0,1.0243820975283902,0.026133060455322266,0.0036199092864990234,0.633612871170044,0,0
500,0.03162277660168379,3,4,46,500,500,3857,3730,11905.507889761491,0.3133003677405253,3.0,1.048,1.5,1.0086753420086754,0.025975942611694336,0.003484010696411133,0.63372802734375,0,0
500,0.03162277660168379,4,0,42,500,500,3903,3769,9457.416090031758,0.3985232291907486,4.0,1.041,2.0,1.016016016016016,0.025792837142944336,0.0045702457427978516,0.6462559700012207,0,0
500,0.03162277660168379,4,1,43,500,500,3898,3769,9457.416090031758,0.3985232291907486,4.0,1.058,2.0,1.0103436770103436,0.026478052139282227,0.004441976547241211,0.6426775455474854,0,0
500,0.03162277660168379,4,2,44,500,500,3946,3819,9457.416090031758,0.40381008550795144,4.0,1.057,2.0,1.0148333333333337,0.02611398696899414,0.00489497184753418,0.6487317085266113,0,0
500,0.03162277660168379,4,3,45,500,500,3924,3841,9457.416090031758,0.4061363022875207,4.0,1.032,2.0,1.0073480293921175,0.025419950485229492,0.005388021469116211,0.6437661647796631,0,0
500,0.03162277660168379,4,4,46,500,500,3857,3764,9457.416090031758,0.3979945435590283,3.0,1.035,1.5,1.0101768435101768,0.02628469467163086,0.005442142486572266,0.6416959762573242,0,0
500,0.03162277660168379,5,0,42,500,500,3903,3808,8664.310539439328,0.43950409933557366,3.0,1.049,3.0,1.011011011011011,0.02569866180419922,0.006474018096923828,0.6399242877960205,0,0
500,0.03162277660168379,5,1,43,500,500,3898,3809,8664.310539439328,0.4396195153280462,4.0,1.04,1.5,1.0083416750083416,0.02539205551147461,0.007725954055786133,0.6357409954071045,0,0
500,0.03162277660168379,5,2,44,500,500,3946,3815,8664.310539439328,0.44031201128288167,3.0,1.058,3.0,1.0153333333333334,0.025947093963623047,0.010137081146240234,0.640103816986084,0,0
500,0.03162277660168379,5,3,45,500,500,3924,3813,8664.310539439328,0.44008117929793655,3.0,1.042,1.5,1.0106880427521712,0.025762081146240234,0.0074040889739990234,0.6416997909545898,0,0
500,0.03162277660168379,5,4,46,500,500,3857,3753,8664.310539439328,0.4331562197495819,3.0,1.045,1.5,1.0081748415081748,0.025753259658813477,0.007003068923950195,0.6311867237091064,0,0
500,0.044721359549995794,2,0,42,500,500,5556,5145,22360.679774997898,0.23009139488472835,4.0,1.117,3.0,1.0286953620286954,0.026445865631103516,0.003949880599975586,0.7687709331512451,0,0
500,0.044721359549995794,2,1,43,500,500,5510,5068,22360.679774997898,0.22664785019937866,inf,1.1172344689378757,3.0,1.0316983650316984,0.026279926300048828,0.003843069076538086,0.7715892791748047,2,0
500,0.044721359549995794,2,2,44,500,500,5538,5057,22360.679774997898,0.2261559152443287,inf,1.1281281281281281,inf,1.0370184254606365,0.026592016220092773,0.003950834274291992,0.7960147857666016,1,5
500,0.044721359549995794,2,3,45,500,500,5516,5141,22360.679774997898,0.22991250944652836,4.0,1.125,3.0,1.0277221108884438,0.026556730270385742,0.004000186920166016,0.7701847553253174,0,0
